ride_id,timestamp,pickup_zone,vehicle_type,hour,is_weekend,weather_severity,traffic_index,distance_km,ride_duration_min,demand,available_drivers,demand_supply_ratio,surge_multiplier,trip_cost
R0004828,2025-04-04 23:25:00,North,Economy,22,1,0.088,1.187,15.873,49.312,42,36,1.1667,1.07,31.44
R0004829,2025-10-21 01:37:00,Airport,Comfort,11,0,0.209,0.854,11.362,33.374,34,40,0.85,1.0,26.17
R0004830,2025-08-27 04:52:00,Central,Comfort,8,1,0.044,1.702,14.022,52.384,65,38,1.7105,1.2984,58.23
R0004831,2025-12-02 04:48:00,Airport,Premium,2,0,0.039,1.199,9.239,29.767,44,50,0.88,1.0,34.4
R0004832,2025-10-04 06:49:00,North,Economy,9,0,0.438,1.512,6.752,22.692,66,32,2.0625,1.4462,26.77
R0004833,2025-10-10 17:14:00,Tech Park,Economy,5,0,0.346,0.929,3.713,12.036,44,40,1.1,1.042,9.69
R0004834,2025-07-05 21:23:00,Tech Park,Comfort,23,0,2.891,1.436,8.375,27.804,60,51,1.1765,1.0741,34.26
R0004835,2025-06-28 20:41:00,Tech Park,Comfort,12,0,0.221,0.862,15.297,40.814,41,31,1.3226,1.1355,36.62
R0004836,2025-03-25 01:41:00,Tech Park,Premium,3,0,0.408,1.115,15.396,49.756,43,54,0.7963,1.0,58.67
R0004837,2025-03-12 17:44:00,North,Economy,1,1,0.766,1.205,13.998,45.466,58,43,1.3488,1.1465,34.08
R0004838,2025-07-15 05:04:00,North,Economy,20,1,1.457,1.943,11.977,49.023,77,38,2.0263,1.4311,53.13
R0004839,2025-11-18 14:13:00,North,Economy,22,0,1.912,1.194,26.209,79.107,47,44,1.0682,1.0286,58.24
R0004840,2025-07-02 14:45:00,Airport,Economy,18,1,0.775,1.841,3.309,9.907,71,36,1.9722,1.4083,12.98
R0004841,2025-03-16 12:55:00,South,Premium,2,0,0.558,0.923,8.82,24.439,34,37,0.9189,1.0,27.34
R0004842,2025-08-03 00:42:00,Tech Park,Premium,2,0,0.294,1.204,4.64,16.639,56,47,1.1915,1.0804,23.0
R0004843,2025-06-20 22:05:00,South,Economy,4,0,0.687,0.856,18.244,54.066,49,54,0.9074,1.0,37.05
R0004844,2025-04-01 10:02:00,Tech Park,Premium,18,0,1.792,2.155,5.732,24.379,71,45,1.5778,1.2427,43.14
R0004845,2025-08-29 10:02:00,Airport,Economy,18,0,0.665,1.576,13.527,47.665,67,35,1.9143,1.384,46.19
R0004846,2025-05-05 11:16:00,Tech Park,Comfort,20,0,0.934,1.826,6.067,25.233,82,39,2.1026,1.4631,37.82
R0004847,2025-11-06 18:06:00,Central,Economy,2,0,1.316,1.359,9.788,31.86,57,56,1.0179,1.0075,23.18
R0004848,2025-10-23 15:46:00,University,Comfort,3,0,0.867,0.928,7.318,24.595,46,38,1.2105,1.0884,23.88
R0004849,2025-11-04 23:30:00,Central,Comfort,21,0,1.011,1.882,7.709,34.005,87,41,2.122,1.4712,51.81
R0004850,2025-12-04 03:28:00,North,Economy,22,0,0.844,1.053,9.332,26.645,45,45,1.0,1.0,23.43
R0004851,2025-05-14 01:43:00,North,Comfort,17,1,0.196,1.53,12.881,44.099,61,29,2.1034,1.4634,59.65
R0004852,2025-09-26 12:45:00,Central,Economy,2,0,0.703,1.006,7.315,19.691,61,44,1.3864,1.1623,18.1
R0004853,2025-02-14 10:43:00,Central,Comfort,1,0,0.777,1.43,12.683,40.796,51,55,0.9273,1.0,40.23
R0004854,2025-09-23 03:08:00,Central,Economy,1,0,2.372,1.216,13.747,44.758,64,46,1.3913,1.1643,41.11
R0004855,2025-06-28 18:33:00,South,Economy,16,1,0.299,1.131,6.176,16.39,53,38,1.3947,1.1658,13.37
R0004856,2025-05-08 21:22:00,University,Comfort,20,0,0.744,1.572,21.908,73.965,64,43,1.4884,1.2051,81.05
R0004857,2025-11-15 14:58:00,Central,Comfort,15,0,0.436,1.275,11.703,40.49,74,48,1.5417,1.2275,40.08
R0004858,2025-05-13 21:32:00,North,Premium,6,1,2.217,1.817,6.127,24.015,58,43,1.3488,1.1465,39.51
R0004859,2025-04-16 14:01:00,University,Economy,18,1,1.6,1.725,10.889,41.472,74,39,1.8974,1.3769,45.88
R0004860,2025-08-24 10:16:00,North,Economy,1,0,0.732,1.157,13.751,40.367,36,40,0.9,1.0,27.05
R0004861,2025-07-16 09:47:00,Tech Park,Economy,19,0,1.658,1.779,10.744,39.921,85,47,1.8085,1.3396,39.75
R0004862,2025-10-14 00:01:00,North,Comfort,21,0,0.098,1.754,8.68,36.389,41,33,1.2424,1.1018,34.67
R0004863,2025-02-27 14:46:00,North,Premium,17,0,0.048,1.514,1.164,3.927,53,39,1.359,1.1508,6.5
R0004864,2025-12-28 20:48:00,Central,Comfort,21,1,1.381,1.962,4.563,17.388,77,43,1.7907,1.3321,26.9
R0004865,2025-09-29 06:08:00,Central,Economy,14,0,0.969,1.103,11.282,36.485,55,43,1.2791,1.1172,27.25
R0004866,2025-05-03 23:34:00,South,Comfort,11,0,0.891,1.564,4.513,14.773,34,41,0.8293,1.0,15.47
R0004867,2025-08-10 12:47:00,Tech Park,Economy,7,0,0.315,1.212,10.305,34.822,60,35,1.7143,1.3,30.87
R0004868,2025-01-02 10:03:00,Central,Premium,22,0,0.075,1.081,12.637,35.067,49,47,1.0426,1.0179,41.33
R0004869,2025-09-27 23:58:00,University,Economy,16,0,0.886,1.158,7.301,18.316,39,43,0.907,1.0,12.36
R0004870,2025-01-19 10:14:00,Central,Economy,4,0,0.128,1.015,2.943,10.763,41,38,1.0789,1.0332,7.13
R0004871,2025-04-16 20:13:00,North,Economy,22,0,1.03,1.237,5.18,15.409,39,39,1.0,1.0,12.56
R0004872,2025-10-21 07:17:00,University,Comfort,1,0,0.155,1.038,11.321,33.454,48,43,1.1163,1.0488,31.24
R0004873,2025-09-04 21:34:00,University,Economy,14,0,0.748,1.174,15.508,50.696,35,51,0.6863,1.0,31.79
R0004874,2025-07-14 14:22:00,South,Economy,4,0,0.186,1.107,2.472,10.267,28,51,0.549,1.0,7.61
R0004875,2025-03-04 09:04:00,Central,Comfort,15,0,1.278,1.545,8.121,26.111,55,49,1.1224,1.0514,28.13
R0004876,2025-10-03 17:49:00,Central,Premium,9,0,0.853,1.206,3.466,13.299,97,35,2.7714,1.744,31.13
R0004877,2025-06-02 23:58:00,Central,Economy,10,1,0.687,2.006,8.164,31.498,98,48,2.0417,1.4375,34.71
R0004878,2025-08-27 14:50:00,Tech Park,Economy,16,1,0.228,1.502,7.125,26.119,48,51,0.9412,1.0,19.17
R0004879,2025-11-04 01:25:00,Central,Comfort,18,1,0.09,1.251,28.452,90.038,88,43,2.0465,1.4395,101.68
R0004880,2025-12-30 01:05:00,Tech Park,Economy,9,0,0.892,1.719,5.776,18.472,70,31,2.2581,1.5284,26.05
R0004881,2025-07-06 15:23:00,Central,Economy,23,0,0.325,1.305,13.83,43.628,51,57,0.8947,1.0,28.0
R0004882,2025-08-10 19:00:00,North,Economy,11,0,0.645,1.281,13.53,38.667,42,40,1.05,1.021,31.06
R0004883,2025-11-25 06:03:00,Central,Economy,3,0,0.608,1.411,6.978,24.584,45,53,0.8491,1.0,13.75
R0004884,2025-06-16 23:00:00,North,Economy,0,0,0.569,1.169,8.293,27.615,30,43,0.6977,1.0,15.84
R0004885,2025-10-26 05:02:00,South,Economy,4,0,0.581,0.739,7.77,20.757,41,49,0.8367,1.0,14.71
R0004886,2025-10-01 05:57:00,University,Economy,16,0,0.191,1.269,5.16,17.39,40,36,1.1111,1.0467,15.19
R0004887,2025-07-12 12:24:00,University,Comfort,12,0,1.093,1.311,4.92,14.927,56,54,1.037,1.0156,16.49
R0004888,2025-12-22 00:15:00,Tech Park,Economy,8,0,1.06,2.005,6.2,27.54,83,49,1.6939,1.2914,28.17
R0004889,2025-05-05 04:14:00,Central,Economy,11,0,0.286,0.775,4.153,9.922,40,56,0.7143,1.0,8.84
R0004890,2025-12-16 01:02:00,University,Economy,20,0,0.23,1.372,5.899,19.79,56,30,1.8667,1.364,19.73
R0004891,2025-09-30 20:16:00,University,Comfort,13,1,0.848,1.156,6.976,19.797,53,49,1.0816,1.0343,23.6
R0004892,2025-07-25 14:43:00,University,Comfort,1,0,0.138,1.265,8.491,28.552,24,43,0.5581,1.0,23.95
R0004893,2025-10-01 22:57:00,North,Economy,1,0,0.857,1.444,9.915,36.282,26,50,0.52,1.0,28.43
R0004894,2025-04-11 16:01:00,Central,Comfort,11,0,1.987,1.227,6.973,18.499,62,37,1.6757,1.2838,24.91
R0004895,2025-07-09 12:26:00,Tech Park,Comfort,9,0,1.081,1.671,5.089,20.6,78,43,1.814,1.3419,27.92
R0004896,2025-09-20 03:07:00,North,Comfort,20,0,2.074,2.44,9.816,45.575,65,36,1.8056,1.3383,67.07
R0004897,2025-02-20 02:41:00,Central,Economy,13,0,0.649,1.017,12.002,36.765,51,45,1.1333,1.056,27.88
R0004898,2025-12-27 23:17:00,North,Economy,18,1,0.647,1.788,5.946,21.243,56,26,2.1538,1.4846,27.19
R0004899,2025-04-27 19:03:00,South,Economy,14,0,0.72,1.048,4.525,14.724,34,55,0.6182,1.0,11.3
R0004900,2025-09-30 08:48:00,Central,Economy,8,0,0.934,1.804,6.077,22.075,84,43,1.9535,1.4005,25.9
R0004901,2025-06-24 19:08:00,Tech Park,Economy,15,0,0.886,1.003,7.03,26.228,68,47,1.4468,1.1877,22.11
R0004902,2025-11-13 12:48:00,South,Premium,14,1,0.24,0.892,14.582,44.29,48,39,1.2308,1.0969,55.15
R0004903,2025-12-11 12:52:00,North,Economy,17,0,0.596,1.591,11.377,42.184,60,33,1.8182,1.3436,42.04
R0004904,2025-02-10 04:22:00,Airport,Economy,4,1,1.572,1.185,7.754,29.946,57,32,1.7812,1.3281,27.12
R0004905,2025-10-10 10:11:00,University,Premium,15,0,0.182,0.978,22.096,68.121,34,33,1.0303,1.0127,71.75
R0004906,2025-07-28 08:02:00,North,Economy,6,0,0.719,1.224,7.621,24.785,39,46,0.8478,1.0,16.86
R0004907,2025-10-11 17:12:00,North,Economy,18,1,0.919,2.056,16.904,65.748,68,45,1.5111,1.2147,57.33
R0004908,2025-11-24 12:12:00,North,Premium,19,0,0.919,1.609,15.206,58.662,71,37,1.9189,1.3859,100.77
R0004909,2025-03-16 14:04:00,Central,Economy,14,0,0.087,0.838,14.627,40.274,48,42,1.1429,1.06,26.74
R0004910,2025-11-07 09:51:00,Tech Park,Economy,22,1,0.175,1.033,9.269,28.264,55,40,1.375,1.1575,21.34
R0004911,2025-02-26 13:49:00,Airport,Economy,12,0,1.525,1.121,8.283,24.146,51,41,1.2439,1.1024,20.52
R0004912,2025-04-26 02:58:00,University,Economy,0,0,1.505,0.977,7.79,19.935,36,48,0.75,1.0,16.36
R0004913,2025-12-21 18:57:00,Airport,Comfort,14,1,0.621,1.303,12.399,38.718,50,57,0.8772,1.0,33.02
R0004914,2025-03-13 08:23:00,University,Economy,18,1,0.813,1.711,5.032,17.242,73,36,2.0278,1.4317,16.81
R0004915,2025-04-15 22:25:00,South,Comfort,2,1,0.204,1.069,6.722,20.012,36,36,1.0,1.0,16.6
R0004916,2025-10-10 10:24:00,Airport,Economy,2,1,0.122,0.675,19.43,53.827,43,39,1.1026,1.0431,36.79
R0004917,2025-08-28 04:14:00,South,Premium,6,0,0.052,0.904,10.945,32.321,37,50,0.74,1.0,30.51
R0004918,2025-10-28 12:10:00,Central,Economy,20,1,0.118,1.316,13.128,45.327,92,35,2.6286,1.684,51.54
R0004919,2025-10-02 22:56:00,University,Premium,12,0,0.812,1.142,3.968,13.821,52,49,1.0612,1.0257,17.8
R0004920,2025-03-28 16:33:00,Tech Park,Economy,23,0,0.536,1.121,6.125,20.285,63,47,1.3404,1.143,18.4
R0004921,2025-07-10 18:40:00,North,Comfort,20,0,0.683,1.697,9.333,33.455,55,46,1.1957,1.0822,32.33
R0004922,2025-01-22 17:40:00,North,Comfort,13,1,0.672,1.001,7.593,27.808,41,41,1.0,1.0,19.68
R0004923,2025-01-28 03:59:00,University,Economy,16,0,0.169,0.877,3.959,11.636,39,39,1.0,1.0,7.83
R0004924,2025-10-14 12:14:00,Tech Park,Economy,7,1,0.857,1.67,11.797,44.442,105,36,2.9167,1.805,56.74
R0004925,2025-05-03 13:10:00,North,Economy,2,0,1.692,1.369,14.049,44.047,31,30,1.0333,1.014,34.12
R0004926,2025-06-29 23:22:00,North,Economy,9,0,0.172,1.477,6.64,22.91,50,37,1.3514,1.1476,16.23
R0004927,2025-12-07 00:29:00,Central,Economy,14,0,0.576,0.935,12.033,40.147,60,60,1.0,1.0,26.89
R0004928,2025-09-13 05:02:00,Tech Park,Economy,4,0,1.122,1.041,23.712,72.599,44,56,0.7857,1.0,48.0
R0004929,2025-07-23 14:24:00,South,Premium,5,0,1.501,1.152,17.974,52.862,45,45,1.0,1.0,64.97
R0004930,2025-07-21 08:34:00,Tech Park,Premium,0,0,0.947,1.089,6.805,19.479,63,38,1.6579,1.2763,32.34
R0004931,2025-12-14 01:39:00,South,Economy,17,0,0.204,1.389,4.234,18.702,49,34,1.4412,1.1853,16.25
R0004932,2025-05-13 16:09:00,South,Economy,21,0,0.042,1.477,8.816,30.839,59,35,1.6857,1.288,28.0
R0004933,2025-03-01 00:33:00,North,Economy,19,0,0.437,1.851,28.243,103.23,67,31,2.1613,1.4877,103.62
R0004934,2025-12-04 05:27:00,Tech Park,Comfort,9,0,0.512,1.589,16.215,54.929,63,40,1.575,1.2415,61.29
R0004935,2025-01-25 20:04:00,North,Premium,14,0,1.502,1.047,7.742,23.565,48,46,1.0435,1.0183,35.25
R0004936,2025-11-07 16:27:00,Tech Park,Economy,23,0,0.395,0.665,18.343,52.575,51,53,0.9623,1.0,27.37
R0004937,2025-08-29 17:32:00,Central,Economy,14,0,0.166,1.36,14.773,47.327,53,50,1.06,1.0252,28.18
R0004938,2025-03-12 10:38:00,Tech Park,Economy,7,0,0.264,1.803,2.733,9.965,64,42,1.5238,1.22,12.97
R0004939,2025-04-12 13:34:00,University,Economy,8,0,0.939,1.77,13.928,52.329,76,34,2.2353,1.5188,53.11
R0004940,2025-05-26 18:04:00,Tech Park,Premium,17,0,0.615,1.87,8.292,29.392,78,34,2.2941,1.5435,61.46
R0004941,2025-07-28 16:58:00,Central,Comfort,10,0,0.519,1.738,4.823,16.456,68,34,2.0,1.42,24.96
R0004942,2025-07-04 18:04:00,Tech Park,Economy,20,0,1.534,1.812,8.168,30.841,64,34,1.8824,1.3706,31.06
R0004943,2025-05-14 17:19:00,Central,Economy,20,0,0.015,1.33,9.756,32.593,65,40,1.625,1.2625,29.25
R0004944,2025-07-19 13:53:00,Airport,Economy,0,0,1.312,1.58,5.019,16.748,60,47,1.2766,1.1162,18.01
R0004945,2025-04-01 23:00:00,Tech Park,Comfort,17,0,1.255,1.697,7.272,27.94,70,39,1.7949,1.3338,37.73
R0004946,2025-01-01 16:53:00,Tech Park,Comfort,8,1,0.711,1.609,6.476,24.114,78,36,2.1667,1.49,34.84
R0004947,2025-02-02 05:28:00,Airport,Economy,12,0,0.669,1.127,12.03,33.346,50,50,1.0,1.0,25.89
R0004948,2025-05-05 05:22:00,University,Economy,6,0,0.683,1.133,6.581,23.046,47,54,0.8704,1.0,13.35
R0004949,2025-07-21 12:48:00,North,Premium,8,1,1.254,1.879,3.05,11.37,74,32,2.3125,1.5512,28.53
R0004950,2025-02-10 19:45:00,University,Comfort,7,0,0.158,1.661,6.073,24.299,47,27,1.7407,1.3111,26.94
R0004951,2025-01-20 16:59:00,Tech Park,Economy,1,0,1.031,1.082,4.616,19.782,61,49,1.2449,1.1029,17.3
R0004952,2025-10-08 06:53:00,University,Economy,18,1,1.285,1.786,3.813,14.956,82,39,2.1026,1.4631,19.27
R0004953,2025-09-20 03:17:00,Tech Park,Premium,3,0,0.549,1.196,14.868,45.681,41,39,1.0513,1.0215,54.54
R0004954,2025-06-27 17:20:00,University,Comfort,9,1,0.311,1.487,12.085,44.579,58,38,1.5263,1.2211,51.44
R0004955,2025-04-06 23:46:00,South,Premium,4,0,0.061,1.271,4.564,13.942,31,38,0.8158,1.0,15.09
R0004956,2025-08-17 01:43:00,Central,Economy,3,0,0.68,1.119,3.865,17.261,60,48,1.25,1.105,15.45
R0004957,2025-02-21 16:02:00,North,Economy,8,0,0.045,1.846,7.342,27.048,60,43,1.3953,1.166,22.84
R0004958,2025-01-04 22:25:00,Tech Park,Economy,22,0,0.191,0.784,3.751,10.31,45,47,0.9574,1.0,8.6
R0004959,2025-10-31 00:59:00,Central,Comfort,22,1,0.332,1.178,6.799,27.45,59,44,1.3409,1.1432,29.06
R0004960,2025-10-07 05:04:00,University,Comfort,9,0,1.311,1.626,8.075,30.011,76,42,1.8095,1.34,41.86
R0004961,2025-11-26 03:35:00,Central,Economy,12,0,0.191,0.92,9.184,31.079,56,51,1.098,1.0412,22.11
R0004962,2025-10-29 22:00:00,University,Premium,23,0,0.315,1.22,9.366,30.351,47,60,0.7833,1.0,33.84
R0004963,2025-02-16 05:37:00,North,Premium,5,0,1.135,1.163,5.056,16.65,29,48,0.6042,1.0,23.23
R0004964,2025-01-21 22:49:00,Tech Park,Economy,22,0,0.417,1.543,8.075,22.208,48,47,1.0213,1.0089,18.44
R0004965,2025-12-14 06:00:00,University,Comfort,2,1,0.654,1.211,15.71,52.103,40,40,1.0,1.0,46.44
R0004966,2025-11-19 13:42:00,North,Comfort,5,0,0.106,0.894,2.451,9.235,38,46,0.8261,1.0,10.41
R0004967,2025-06-21 07:21:00,Tech Park,Economy,8,1,0.14,1.669,9.292,33.483,73,35,2.0857,1.456,34.04
R0004968,2025-07-26 13:49:00,Central,Comfort,0,0,0.571,1.06,4.063,14.792,57,48,1.1875,1.0788,13.6
R0004969,2025-02-13 15:13:00,Tech Park,Economy,19,0,0.648,1.816,16.813,62.008,65,46,1.413,1.1735,49.55
R0004970,2025-03-21 07:29:00,Tech Park,Premium,20,0,0.71,1.624,12.175,41.193,71,29,2.4483,1.6083,81.78
R0004971,2025-05-15 18:21:00,Central,Comfort,9,0,1.529,1.898,11.963,46.127,73,38,1.9211,1.3868,65.05
R0004972,2025-03-27 03:41:00,Airport,Premium,20,0,0.308,1.641,4.858,17.816,64,40,1.6,1.252,28.25
R0004973,2025-07-20 12:23:00,North,Comfort,18,0,0.076,1.578,8.981,33.586,50,41,1.2195,1.0922,36.36
R0004974,2025-05-22 04:19:00,Central,Economy,19,1,1.162,1.947,9.548,36.257,92,56,1.6429,1.27,36.77
R0004975,2025-04-06 20:45:00,Tech Park,Economy,19,1,0.744,1.359,2.108,7.227,81,53,1.5283,1.2219,8.93
R0004976,2025-03-28 01:06:00,Central,Comfort,13,1,1.097,1.215,8.42,26.258,59,43,1.3721,1.1563,29.76
R0004977,2025-10-12 23:58:00,University,Economy,2,1,0.742,1.007,10.884,31.187,46,38,1.2105,1.0884,24.4
R0004978,2025-08-24 11:09:00,University,Comfort,22,1,0.345,0.819,3.569,10.152,52,43,1.2093,1.0879,14.81
R0004979,2025-02-12 21:04:00,University,Economy,14,0,0.345,0.911,10.817,33.002,37,47,0.7872,1.0,22.52
R0004980,2025-10-04 07:21:00,South,Economy,21,0,0.269,1.487,8.206,27.043,62,36,1.7222,1.3033,24.19
R0004981,2025-11-19 19:58:00,Central,Economy,23,1,1.732,1.269,16.605,50.871,63,51,1.2353,1.0988,38.13
R0004982,2025-04-03 19:16:00,Tech Park,Comfort,4,1,3.0,1.601,6.189,24.345,69,34,2.0294,1.4324,40.58
R0004983,2025-06-02 08:02:00,Tech Park,Economy,9,1,0.989,1.826,8.565,32.046,81,45,1.8,1.336,37.04
R0004984,2025-02-10 01:02:00,University,Comfort,4,1,0.471,1.011,9.372,30.457,63,37,1.7027,1.2951,34.12
R0004985,2025-12-23 14:13:00,North,Economy,1,0,0.294,1.338,1.658,6.301,30,39,0.7692,1.0,5.14
R0004986,2025-09-21 07:54:00,Airport,Comfort,23,1,0.859,1.088,6.392,19.255,55,42,1.3095,1.13,22.93
R0004987,2025-06-13 10:34:00,University,Comfort,22,1,0.108,0.669,8.145,18.995,43,42,1.0238,1.01,17.5
R0004988,2025-02-01 13:01:00,Tech Park,Economy,22,0,0.96,1.111,2.125,5.378,57,42,1.3571,1.15,4.9
R0004989,2025-01-06 23:57:00,Central,Economy,21,1,0.275,1.608,11.255,38.036,87,41,2.122,1.4712,39.02
R0004990,2025-06-16 14:11:00,Tech Park,Economy,15,0,0.003,0.6,8.144,22.966,43,50,0.86,1.0,17.2
R0004991,2025-05-23 09:30:00,Airport,Economy,12,1,2.091,1.594,8.118,28.9,67,47,1.4255,1.1787,23.65
R0004992,2025-06-07 07:03:00,South,Comfort,23,0,1.189,1.196,11.55,34.664,28,48,0.5833,1.0,34.25
R0004993,2025-05-24 20:30:00,Central,Economy,13,1,0.09,0.809,6.197,12.346,62,44,1.4091,1.1718,9.52
R0004994,2025-12-14 05:56:00,North,Comfort,15,0,1.359,1.072,7.955,26.073,50,39,1.2821,1.1185,27.74
R0004995,2025-05-11 20:47:00,Central,Comfort,5,0,0.27,1.186,12.501,41.655,60,44,1.3636,1.1527,39.58
R0004996,2025-05-31 08:43:00,Central,Economy,17,0,1.336,1.95,8.009,33.311,61,56,1.0893,1.0375,29.67
R0004997,2025-10-02 17:43:00,North,Comfort,19,0,0.563,1.535,2.818,8.829,57,25,2.28,1.5376,17.54
R0004998,2025-05-08 14:02:00,Central,Comfort,16,0,0.601,0.864,7.991,26.011,62,53,1.1698,1.0713,22.07
R0004999,2025-08-02 15:17:00,North,Economy,11,1,0.649,1.14,8.046,27.038,52,50,1.04,1.0168,15.31
R0005000,2025-09-25 03:44:00,South,Comfort,4,0,0.568,1.159,12.747,41.423,37,49,0.7551,1.0,32.51
R0005001,2025-11-27 10:50:00,Tech Park,Premium,0,1,0.184,1.135,6.432,19.548,59,49,1.2041,1.0857,26.35
R0005002,2025-01-12 08:57:00,Tech Park,Economy,15,0,2.095,1.276,4.536,15.427,54,51,1.0588,1.0247,10.22
R0005003,2025-08-17 05:19:00,Central,Economy,16,0,0.983,1.155,4.545,19.307,37,50,0.74,1.0,13.37
R0005004,2025-07-13 14:55:00,Airport,Economy,18,1,0.132,1.577,17.175,63.427,73,39,1.8718,1.3662,58.31
R0005005,2025-08-02 08:29:00,Tech Park,Economy,22,0,0.316,1.231,9.107,29.593,45,47,0.9574,1.0,21.34
R0005006,2025-12-26 03:09:00,University,Economy,11,0,2.115,1.62,16.699,59.148,62,57,1.0877,1.0368,42.11
R0005007,2025-04-10 06:38:00,University,Economy,19,1,0.087,1.854,18.082,62.232,68,34,2.0,1.42,60.1
R0005008,2025-10-27 13:56:00,University,Comfort,17,1,0.953,1.956,5.161,23.308,93,50,1.86,1.3612,31.15
R0005009,2025-08-30 11:27:00,South,Economy,6,0,0.167,1.357,4.948,18.99,40,53,0.7547,1.0,12.62
R0005010,2025-06-01 20:58:00,University,Economy,20,1,0.261,1.779,7.241,28.056,65,35,1.8571,1.36,26.59
R0005011,2025-09-13 21:24:00,North,Comfort,1,1,0.566,0.996,10.891,31.719,36,41,0.878,1.0,27.13
R0005012,2025-10-13 03:48:00,Tech Park,Economy,14,0,0.879,1.434,3.594,13.394,48,43,1.1163,1.0488,11.75
R0005013,2025-01-17 05:49:00,University,Economy,22,0,0.669,0.873,9.976,32.575,43,37,1.1622,1.0681,21.66
R0005014,2025-07-21 15:20:00,Tech Park,Economy,15,0,2.044,1.794,9.702,36.976,68,43,1.5814,1.2442,35.61
R0005015,2025-01-19 22:32:00,North,Economy,22,0,1.081,1.019,4.183,19.488,46,31,1.4839,1.2032,19.0
R0005016,2025-01-11 15:47:00,North,Economy,1,1,1.607,1.449,4.264,17.28,56,45,1.2444,1.1027,16.03
R0005017,2025-03-18 14:46:00,Central,Economy,12,0,0.538,1.357,9.919,31.253,63,47,1.3404,1.143,22.78
R0005018,2025-03-15 01:20:00,Central,Comfort,18,0,1.146,1.839,24.292,88.367,87,43,2.0233,1.4298,120.24
R0005019,2025-08-02 03:35:00,Tech Park,Economy,15,0,1.621,0.923,6.605,18.659,57,55,1.0364,1.0153,12.67
R0005020,2025-10-30 07:40:00,Tech Park,Comfort,21,0,0.81,1.525,9.313,34.551,81,34,2.3824,1.5806,51.24
R0005021,2025-08-21 02:01:00,Central,Comfort,11,0,0.788,1.206,5.569,21.164,42,32,1.3125,1.1312,23.68
R0005022,2025-11-04 21:42:00,Tech Park,Economy,16,1,0.938,1.283,8.847,33.062,72,43,1.6744,1.2833,31.55
R0005023,2025-05-11 00:12:00,North,Economy,10,0,0.933,1.686,5.507,19.95,62,40,1.55,1.231,20.55
R0005024,2025-11-27 05:58:00,South,Comfort,20,0,0.828,1.712,6.737,26.146,49,37,1.3243,1.1362,27.18
R0005025,2025-03-31 06:13:00,North,Economy,2,0,1.273,0.965,29.875,90.059,36,41,0.878,1.0,57.16
R0005026,2025-09-27 13:55:00,South,Economy,6,0,0.528,1.414,8.239,31.705,43,47,0.9149,1.0,24.34
R0005027,2025-03-02 03:34:00,Tech Park,Economy,2,1,1.932,1.28,3.286,9.104,65,44,1.4773,1.2005,10.87
R0005028,2025-07-31 21:43:00,Tech Park,Comfort,16,1,0.026,1.147,11.063,36.325,55,59,0.9322,1.0,30.16
R0005029,2025-04-21 01:40:00,Tech Park,Economy,5,0,1.125,1.455,14.456,46.391,46,42,1.0952,1.04,36.06
R0005030,2025-08-13 11:16:00,North,Economy,7,0,1.844,1.674,11.263,39.292,67,41,1.6341,1.2663,42.42
R0005031,2025-06-15 12:23:00,Tech Park,Economy,20,0,0.311,1.629,7.048,22.834,66,50,1.32,1.1344,19.22
R0005032,2025-02-10 13:12:00,Central,Comfort,8,0,0.404,1.673,4.69,16.418,74,38,1.9474,1.3979,22.8
R0005033,2025-08-07 21:34:00,North,Economy,3,0,1.963,1.307,4.754,13.337,33,39,0.8462,1.0,15.51
R0005034,2025-09-29 18:50:00,South,Comfort,0,0,1.118,1.368,6.998,21.384,38,33,1.1515,1.0636,26.56
R0005035,2025-11-14 19:43:00,Tech Park,Economy,5,1,1.186,1.093,6.349,18.425,52,41,1.2683,1.1127,16.28
R0005036,2025-11-29 14:51:00,University,Economy,21,0,0.499,1.65,5.714,21.894,62,37,1.6757,1.2838,21.32
R0005037,2025-08-20 14:03:00,Central,Economy,13,0,0.458,1.016,15.156,45.73,57,49,1.1633,1.0686,33.7
R0005038,2025-08-24 00:33:00,Tech Park,Economy,23,0,0.501,1.509,12.892,40.847,42,48,0.875,1.0,29.25
R0005039,2025-07-19 09:22:00,Central,Economy,5,1,0.446,0.961,15.593,52.236,77,47,1.6383,1.2681,41.55
R0005040,2025-12-07 15:41:00,South,Comfort,8,0,0.509,1.776,5.035,18.346,62,37,1.6757,1.2838,25.45
R0005041,2025-05-07 05:08:00,Tech Park,Economy,3,0,1.019,1.507,4.681,14.168,63,42,1.5,1.21,13.78
R0005042,2025-07-01 23:00:00,Tech Park,Premium,9,1,0.43,1.462,8.106,29.471,91,38,2.3947,1.5858,58.99
R0005043,2025-06-07 07:39:00,University,Economy,13,0,0.169,1.048,9.759,30.188,37,50,0.74,1.0,21.23
R0005044,2025-05-01 02:41:00,Tech Park,Economy,19,1,1.769,1.691,8.08,27.888,102,47,2.1702,1.4915,34.86
R0005045,2025-08-24 08:32:00,Central,Economy,8,0,0.308,1.243,9.401,31.563,82,47,1.7447,1.3128,27.64
R0005046,2025-01-22 20:14:00,University,Comfort,18,1,0.404,1.481,18.574,61.487,67,37,1.8108,1.3405,69.88
R0005047,2025-08-21 12:19:00,University,Economy,15,1,0.103,0.916,6.889,20.334,56,46,1.2174,1.0913,12.14
